COD_DANE,Total_Viviendas,Casas,Casas_indigenas,Apartamento,Tipo_Cuarto,Electrica_SI,Electrica_NO,GasNatural_SI,GasNatur_NO,Alcantarillado_SI,Alcantarillado_NO,Acueducto_SI,Acueducto_NO,Total_Hogares,Total_Personas,HOMBRE,MUJER,Preescolar,Primaria,Secundaria,Especializacion,Ninguna_Educacion,No_responde
7300110000000000580309,16,13,,2,1,16,0,13,2,16,0,16,0,20,54,24,30,2,23,10,0,2,17
7300110000000000590217,35,25,,6,4,35,0,27,8,35,0,35,0,35,153,80,73,4,65,36,0,8,40
7300110000000000330401,30,24,,4,2,29,0,27,2,29,0,29,0,37,138,62,76,6,43,24,0,7,58
7300110000000000590102,37,21,,13,3,33,1,22,12,33,1,33,1,37,134,65,69,7,45,26,0,9,47
7300110000000000330402,44,26,,15,3,43,1,31,13,41,3,44,0,51,182,82,100,4,54,37,0,21,66
7300110000000000140410,18,7,,11,0,18,0,10,8,18,0,18,0,19,60,27,33,2,14,16,0,1,27
7300110000000000330114,85,27,,56,2,83,1,71,13,83,1,83,1,93,329,151,178,11,78,79,4,18,139
7300110000000000580406,22,21,,1,0,18,0,17,1,18,0,18,0,18,70,34,36,0,21,20,0,5,24
7300110000000000580305,14,14,,0,0,14,0,13,1,14,0,14,0,14,32,14,18,1,7,4,0,0,20
7300110000000000590111,37,30,,7,0,37,0,33,4,37,0,37,0,40,142,68,74,5,51,29,1,6,50
7300110000000000331126,34,21,,12,1,32,0,29,3,32,0,32,0,34,97,41,56,5,22,12,8,2,48
7300110000000000590605,10,5,,5,0,10,0,10,0,10,0,10,0,10,44,22,22,1,13,11,0,2,17
7300110000000000590702,80,65,,12,3,73,1,54,20,73,1,73,1,75,248,120,128,11,60,59,3,14,101
7300110000000000580515,27,25,,1,1,27,0,24,2,27,0,27,0,28,91,41,50,0,21,21,0,8,41
7300110000000000580317,19,19,,0,0,19,0,18,1,19,0,19,0,19,60,25,35,1,20,12,1,1,25
7300110000000000560134,6,4,,1,1,6,0,1,5,6,0,6,0,6,26,12,14,1,10,8,0,2,5
7300110000000000560103,25,12,,12,1,25,0,18,7,25,0,25,0,27,90,46,44,1,26,24,0,5,34
7300110000000000590615,21,17,,4,0,21,0,3,18,21,0,21,0,26,105,50,55,1,40,19,0,23,22
7300110000000000590218,38,30,,8,0,35,0,27,8,35,0,35,0,35,130,59,71,4,50,30,0,3,43
7300110000000000330246,9,7,,0,2,8,0,6,2,8,0,8,0,8,31,19,12,2,4,12,0,4,9
7300110000000000330514,38,24,,11,3,37,0,26,11,37,0,37,0,39,183,79,104,8,70,34,0,21,50
7300110000000000590302,20,20,,0,0,20,0,16,4,20,0,20,0,26,94,39,55,3,40,16,0,15,20
7300110000000000330244,15,14,,1,0,15,0,11,4,15,0,15,0,16,69,26,43,2,17,12,0,1,37
7300110000000000580409,26,21,,5,0,24,0,19,3,24,0,24,0,24,79,31,48,1,26,16,0,5,31
7300110000000000330817,54,13,,33,8,53,0,29,24,53,0,53,0,54,156,66,90,2,52,30,1,7,64
7300110000000000590119,34,28,,5,1,34,0,25,9,34,0,34,0,38,152,67,85,5,70,27,0,16,34
7300110000000000130207,58,57,,1,0,58,0,45,13,57,1,58,0,58,220,107,113,7,30,36,21,0,126
7300110000000000140101,28,20,,6,2,28,0,25,3,28,0,28,0,34,116,45,71,4,36,23,2,0,51
7300110000000000330923,28,13,,15,0,26,2,15,13,26,2,26,2,28,102,38,64,5,30,22,4,7,34
7300110000000000590206,40,35,,5,0,39,0,32,6,39,0,39,0,39,160,74,86,5,55,37,0,15,48
7300110000000000590106,58,31,,27,0,55,0,38,17,55,0,55,0,55,190,95,95,2,54,40,1,14,79
7300110000000000330423,484,346,,77,40,453,24,323,154,450,27,474,3,538,1850,861,989,44,685,400,2,189,530
7300110000000000580402,19,16,,1,2,19,0,14,4,19,0,19,0,20,77,37,40,1,30,11,0,10,25
7300110000000000330916,23,17,,6,0,23,0,23,0,23,0,23,0,23,75,32,43,1,19,12,3,1,39
7300110000000000580401,17,17,,0,0,17,0,12,4,17,0,17,0,17,60,27,33,1,17,20,0,1,21
7300110000000000580123,43,12,,30,1,42,0,35,7,42,0,42,0,44,156,77,79,7,44,30,1,5,69
7300110000000000580127,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560810,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000320715,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000330247,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590220,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000330926,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560804,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590213,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000330253,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560826,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000580325,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000130219,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590105,64,56,,4,4,59,0,44,15,59,0,59,0,61,250,128,122,6,107,53,0,34,50
7300110000000000330115,43,40,,3,0,42,0,38,3,42,0,42,0,42,156,66,90,10,20,30,5,2,89
7300110000000000590614,24,23,,0,1,24,0,21,3,24,0,24,0,24,104,56,48,3,49,23,0,11,18
7300110000000000580219,66,50,,14,2,60,2,48,14,60,2,61,1,62,225,107,118,11,52,49,0,13,100
7300110000000000331105,21,20,,1,0,21,0,13,8,21,0,21,0,22,72,29,43,1,16,9,5,0,41
7300110000000000140111,44,18,,20,6,42,0,31,11,42,0,42,0,45,143,59,84,2,37,29,0,9,66
7300110000000000580323,22,18,,3,1,21,0,16,5,21,0,21,0,21,72,29,43,3,29,10,0,3,27
7300110000000000330245,18,17,,1,0,18,0,13,5,18,0,18,0,18,70,31,39,2,25,12,1,2,28
7300110000000000580103,39,37,,2,0,39,0,32,7,39,0,39,0,40,156,78,78,8,45,42,0,4,57
7300110000000000330408,42,29,,13,0,42,0,33,9,42,0,42,0,42,165,76,89,7,57,41,0,10,50
7300110000000000330806,26,22,,4,0,26,0,21,5,26,0,26,0,28,119,58,61,4,45,17,0,9,44
7300110000000000130303,25,23,,2,0,25,0,22,3,25,0,25,0,25,97,42,55,0,17,13,5,2,60
7300110000000000330509,45,42,,1,2,45,0,41,4,45,0,45,0,45,192,80,112,8,52,34,0,7,91
7300110000000000590121,29,26,,1,2,28,0,20,8,27,1,28,0,29,118,59,59,5,48,35,0,12,18
7300110000000000330250,69,66,,2,1,69,0,67,2,69,0,69,0,125,326,163,163,5,8,119,4,2,188
7300110000000000330508,39,26,,11,2,38,0,30,8,38,0,38,0,41,160,81,79,6,59,32,0,15,48
7300110000000000580503,27,15,,10,2,24,0,15,9,24,0,24,0,24,103,47,56,1,56,18,1,11,16
7300110000000000330802,15,11,,4,0,14,1,8,7,14,1,14,1,15,53,20,33,1,19,6,2,7,18
7300110000000000590315,100,97,,2,1,98,1,51,48,98,1,98,1,103,439,214,225,13,206,75,0,50,95
7300110000000000590522,23,21,,0,2,23,0,18,5,23,0,23,0,23,98,44,54,2,30,14,0,12,40
7300110000000000330107,61,30,,31,0,58,0,49,9,58,0,58,0,59,208,100,108,5,44,42,7,6,104
7300110000000000590219,31,25,,6,0,30,0,22,8,30,0,30,0,30,105,49,56,1,27,22,0,10,45
7300110000000000330913,26,21,,4,1,26,0,24,2,26,0,26,0,26,92,44,48,1,15,17,2,2,55
7300110000000000330119,56,31,,24,1,55,1,42,14,56,0,56,0,59,215,106,109,6,65,39,2,17,86
7300110000000000590612,26,26,,0,0,22,0,18,2,22,0,22,0,22,96,46,50,5,26,16,0,5,44
7300110000000000590604,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000140124,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000560702,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000320507,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7300110000000000590128,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
